checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_rate,personal_status,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,target
no checking,15,existing paid,radio/TV,1386,no savings,1-4yr,4,male married,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,0
no checking,24,existing paid,radio/TV,1278,<100,>=7yr,4,male single,none,1,real estate,36,none,own,1,management,1,yes,yes,0
<0,12,existing paid,radio/TV,1107,<100,1-4yr,2,male single,none,2,real estate,20,none,rent,1,management,2,yes,yes,0
<0,21,existing paid,car (new),3763,no savings,4-7yr,2,male single,co-applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,0
0-200,36,existing paid,education,3711,no savings,1-4yr,2,male married,none,2,car,27,none,own,1,skilled,1,none,yes,0
no checking,15,delayed,car (used),3594,<100,<1yr,1,female,none,2,insurance/savings,46,none,own,2,unskilled resident,1,none,yes,0
0-200,9,existing paid,car (new),3195,no savings,1-4yr,1,female,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,0
no checking,36,delayed,radio/TV,4454,<100,1-4yr,4,female,none,4,real estate,34,none,own,2,skilled,1,none,yes,0
0-200,24,critical,furniture,4736,<100,<1yr,2,female,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,1
0-200,30,existing paid,radio/TV,2991,no savings,>=7yr,2,female,none,4,car,25,none,own,1,skilled,1,none,yes,0
no checking,11,existing paid,business,2142,>=1000,>=7yr,1,male divorced,none,2,real estate,28,none,own,1,skilled,1,yes,yes,0
<0,24,all paid,business,3161,<100,1-4yr,4,male single,none,2,insurance/savings,31,none,rent,1,skilled,1,yes,yes,1
0-200,48,no credits,others,18424,<100,1-4yr,1,female,none,2,insurance/savings,32,bank,own,1,management,1,yes,no,1
no checking,10,existing paid,car (used),2848,100-500,1-4yr,1,male single,co-applicant,2,real estate,32,none,own,1,skilled,2,none,yes,0
<0,6,existing paid,car (new),14896,<100,>=7yr,1,male single,none,4,no property,68,bank,own,1,management,1,yes,yes,1
<0,24,existing paid,furniture,2359,100-500,unemployed,1,male divorced,none,1,insurance/savings,33,none,own,1,skilled,1,none,yes,1
<0,24,existing paid,furniture,3345,<100,>=7yr,4,male single,none,2,insurance/savings,39,none,rent,1,management,1,yes,yes,1
no checking,18,critical,furniture,1817,<100,1-4yr,4,female,none,2,no property,28,none,own,2,skilled,1,none,yes,0
no checking,48,delayed,radio/TV,12749,500-1000,4-7yr,4,male single,none,1,car,37,none,own,1,management,1,yes,yes,0
<0,9,existing paid,radio/TV,1366,<100,<1yr,3,female,none,4,insurance/savings,22,none,rent,1,skilled,1,none,yes,1
0-200,12,existing paid,car (new),2002,<100,4-7yr,3,male single,none,4,insurance/savings,30,none,rent,1,skilled,2,yes,yes,0
<0,24,all paid,furniture,6872,<100,<1yr,2,male divorced,none,1,insurance/savings,55,bank,own,1,skilled,1,yes,yes,1
<0,12,all paid,car (new),697,<100,<1yr,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,1
<0,18,critical,furniture,1049,<100,<1yr,4,female,none,4,insurance/savings,21,none,rent,1,skilled,1,none,yes,0
<0,48,existing paid,car (used),10297,<100,4-7yr,4,male single,none,4,no property,39,stores,free,3,skilled,2,yes,yes,1
no checking,30,existing paid,radio/TV,1867,no savings,>=7yr,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,0
<0,12,delayed,car (new),1344,<100,1-4yr,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,0
<0,24,existing paid,furniture,1747,<100,<1yr,4,male single,co-applicant,1,insurance/savings,24,none,own,1,unskilled resident,1,none,no,0
0-200,9,existing paid,radio/TV,1670,<100,<1yr,4,female,none,2,car,22,none,own,1,skilled,1,yes,yes,1
no checking,9,critical,car (new),1224,<100,1-4yr,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,0
no checking,12,critical,radio/TV,522,500-1000,>=7yr,4,male single,none,4,insurance/savings,42,none,own,2,skilled,2,yes,yes,0
<0,12,existing paid,radio/TV,1498,<100,1-4yr,4,female,none,1,car,23,bank,own,1,skilled,1,none,yes,0
0-200,30,delayed,radio/TV,1919,100-500,<1yr,4,male single,none,3,no property,30,stores,own,2,management,1,none,yes,1
>=200,9,existing paid,radio/TV,745,<100,1-4yr,3,female,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,1
0-200,6,existing paid,radio/TV,2063,<100,<1yr,4,male married,none,3,car,30,none,rent,1,management,1,yes,yes,0
0-200,60,existing paid,education,6288,<100,1-4yr,4,male single,none,4,no property,42,none,free,1,skilled,1,none,yes,1
no checking,24,critical,car (used),6842,no savings,1-4yr,2,male single,none,4,insurance/savings,46,none,own,2,management,2,yes,yes,0
no checking,12,existing paid,car (new),3527,no savings,<1yr,2,male single,none,3,insurance/savings,45,none,own,1,management,2,yes,yes,0
no checking,10,existing paid,car (new),1546,<100,1-4yr,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,0
no checking,24,existing paid,furniture,929,no savings,4-7yr,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,0
no checking,4,critical,car (new),1455,<100,4-7yr,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,0
<0,15,existing paid,furniture,1845,<100,<1yr,4,female,guarantor,1,insurance/savings,46,none,rent,1,skilled,1,none,yes,0
0-200,48,no credits,car (new),8358,500-1000,<1yr,1,female,none,1,car,30,none,own,2,skilled,1,none,yes,0
<0,24,all paid,furniture,3349,500-1000,<1yr,4,male single,none,4,no property,30,none,free,1,skilled,2,yes,yes,1
no checking,12,existing paid,car (new),2859,no savings,unemployed,4,male single,none,4,no property,38,none,own,1,management,1,yes,yes,0
no checking,18,existing paid,furniture,1533,<100,<1yr,4,male married,co-applicant,1,insurance/savings,43,none,own,1,unskilled resident,2,none,yes,1
no checking,24,existing paid,radio/TV,3621,100-500,>=7yr,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,1
0-200,18,critical,business,3590,<100,unemployed,3,male married,none,3,car,40,none,own,3,unemployed/unskilled,2,yes,yes,0
<0,36,delayed,business,2145,<100,4-7yr,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,1
0-200,24,existing paid,car (used),4113,500-1000,<1yr,3,female,none,4,car,28,none,rent,1,skilled,1,none,yes,1
no checking,36,existing paid,furniture,10974,<100,unemployed,4,female,none,2,car,26,none,own,2,management,1,yes,yes,1
<0,12,existing paid,car (new),1893,<100,1-4yr,4,female,guarantor,4,insurance/savings,29,none,own,1,skilled,1,yes,yes,0
<0,24,critical,radio/TV,1231,>=1000,>=7yr,4,female,none,4,insurance/savings,57,none,rent,2,management,1,yes,yes,0
>=200,30,critical,radio/TV,3656,no savings,>=7yr,4,male single,none,4,insurance/savings,49,stores,own,2,unskilled resident,1,none,yes,0
0-200,9,critical,radio/TV,1154,<100,>=7yr,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,0
<0,28,existing paid,car (new),4006,<100,1-4yr,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,1
0-200,24,existing paid,furniture,3069,100-500,>=7yr,4,male single,none,4,no property,30,none,free,1,skilled,1,none,yes,0
no checking,6,critical,radio/TV,1740,<100,>=7yr,2,male married,none,2,real estate,30,none,rent,2,skilled,1,none,yes,0
0-200,21,delayed,car (new),2353,<100,1-4yr,1,male divorced,none,4,insurance/savings,47,none,own,2,skilled,1,none,yes,0
no checking,15,existing paid,car (new),3556,no savings,1-4yr,3,male single,none,2,no property,29,none,own,1,skilled,1,none,yes,0
no checking,24,existing paid,radio/TV,2397,500-1000,>=7yr,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,1
0-200,6,existing paid,repairs,454,<100,<1yr,3,male married,none,1,insurance/savings,22,none,own,1,unskilled resident,1,none,yes,0
0-200,30,existing paid,radio/TV,1715,no savings,1-4yr,4,female,none,1,car,26,none,own,1,skilled,1,none,yes,0
0-200,27,critical,radio/TV,2520,500-1000,1-4yr,4,male single,none,2,insurance/savings,23,none,own,2,unskilled resident,1,none,yes,1
no checking,15,existing paid,radio/TV,3568,<100,>=7yr,4,female,none,2,car,54,bank,rent,1,management,1,yes,yes,0
no checking,42,existing paid,radio/TV,7166,no savings,4-7yr,2,male married,none,4,insurance/savings,29,none,rent,1,skilled,1,yes,yes,0
<0,11,critical,car (new),3939,<100,1-4yr,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,0
0-200,15,existing paid,repairs,1514,100-500,1-4yr,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,0
no checking,24,existing paid,car (new),7393,<100,1-4yr,1,male single,none,4,insurance/savings,43,none,own,1,unskilled resident,2,none,yes,0
<0,24,all paid,car (new),1193,<100,unemployed,1,female,co-applicant,4,no property,29,none,rent,2,unemployed/unskilled,1,none,yes,1
<0,60,existing paid,business,7297,<100,>=7yr,4,male single,co-applicant,4,no property,36,none,rent,1,skilled,1,none,yes,1
no checking,30,critical,radio/TV,2831,<100,1-4yr,4,female,none,2,car,33,none,own,1,skilled,1,yes,yes,0
>=200,24,existing paid,radio/TV,1258,500-1000,1-4yr,3,female,none,3,car,57,none,own,1,unskilled resident,1,none,yes,0
0-200,6,existing paid,radio/TV,753,<100,1-4yr,2,female,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,0
0-200,18,delayed,business,2427,no savings,>=7yr,4,male single,none,2,insurance/savings,42,none,own,2,skilled,1,none,yes,0
no checking,24,delayed,car (new),2538,<100,>=7yr,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,1
0-200,15,all paid,car (new),1264,100-500,1-4yr,2,male married,none,2,insurance/savings,25,none,rent,1,skilled,1,none,yes,1
0-200,30,critical,furniture,8386,<100,4-7yr,2,male single,none,2,insurance/savings,49,none,own,1,skilled,1,none,yes,1
no checking,48,existing paid,business,4844,<100,unemployed,3,male single,none,2,car,33,bank,rent,1,management,1,yes,yes,1
>=200,21,existing paid,car (new),2923,100-500,1-4yr,1,female,none,1,car,28,bank,own,1,management,1,yes,yes,0
<0,36,existing paid,car (used),8229,<100,1-4yr,2,male single,none,2,insurance/savings,26,none,own,1,skilled,2,none,yes,1
no checking,24,critical,furniture,2028,<100,4-7yr,2,male single,none,2,insurance/savings,30,none,own,2,unskilled resident,1,none,yes,0
<0,15,critical,furniture,1433,<100,1-4yr,4,female,none,3,insurance/savings,25,none,rent,2,skilled,1,none,yes,0
>=200,42,no credits,business,6289,<100,<1yr,2,male divorced,none,1,insurance/savings,33,none,own,2,skilled,1,none,yes,0
no checking,13,existing paid,radio/TV,1409,100-500,unemployed,2,female,none,4,real estate,64,none,own,1,skilled,1,none,yes,0
<0,24,existing paid,car (used),6579,<100,unemployed,4,male single,none,2,no property,29,none,free,1,management,1,yes,yes,0
0-200,24,critical,radio/TV,1743,<100,>=7yr,4,male single,none,2,insurance/savings,48,none,own,2,unskilled resident,1,none,yes,0
no checking,12,critical,education,3565,no savings,<1yr,2,male single,none,1,insurance/savings,37,none,own,2,unskilled resident,2,none,yes,0
no checking,15,all paid,radio/TV,1569,100-500,>=7yr,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,0
<0,18,existing paid,radio/TV,1936,no savings,4-7yr,2,male married,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,0
<0,36,existing paid,furniture,3959,<100,unemployed,4,male single,none,3,insurance/savings,30,none,own,1,management,1,yes,yes,0
no checking,12,existing paid,car (new),2390,no savings,>=7yr,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,0
no checking,12,existing paid,furniture,1736,<100,4-7yr,3,female,none,4,real estate,31,none,own,1,unskilled resident,1,none,yes,0
<0,30,existing paid,car (used),3857,<100,1-4yr,4,male divorced,none,4,insurance/savings,40,none,own,1,management,1,yes,yes,0
no checking,12,existing paid,radio/TV,804,<100,>=7yr,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,0
<0,45,existing paid,radio/TV,1845,<100,1-4yr,4,male single,none,4,no property,23,none,free,1,skilled,1,yes,yes,1
0-200,45,critical,car (used),4576,100-500,unemployed,3,male single,none,4,car,27,none,own,1,skilled,1,none,yes,0
